word,synset,lemma,definition,examples,synonyms,antonyms,similarity_run.v.01_sprint.v.01,similarity_ship.n.01_boat.n.01
mammoth,mammoth.n.01,mammoth,any of numerous extinct elephants widely distributed in the Pleistocene; extremely large with hairy coats and long upcurved tusks,[],"{'mammoth', 'gigantic'}",set(),0.8571428571428571,0.9090909090909091
manage,pull_off.v.03,pull_off,be successful; achieve a goal,"['She succeeded in persuading us all', 'I managed to carry the box upstairs', 'She pulled it off, even though we never thought her capable of it', 'The pianist negociated the difficult runs']","{'cope', 'wangle', 'manage', 'supervise', 'carry_off', 'superintend', 'negociate', 'make_out', 'finagle', 'deal', 'contend', 'make_do', 'care', 'handle', 'do', 'wield', 'oversee', 'get_by', 'grapple', 'pull_off', 'bring_off'}",{'fail'},0.8571428571428571,0.9090909090909091
manifest,manifest.n.01,manifest,a customs document listing the contents put on a ship or plane,[],"{'demonstrate', 'certify', 'evident', 'attest', 'plain', 'apparent', 'patent', 'manifest', 'evidence', 'unmistakable'}",set(),0.8571428571428571,0.9090909090909091
manner,manner.n.01,manner,how something is done or how it happens,"['her dignified manner', 'his rapid manner of talking', 'their nomadic mode of existence', 'in the characteristic New York style', 'a lonely way of life', 'in an abrasive fashion']","{'personal_manner', 'mode', 'style', 'way', 'manner', 'fashion'}",set(),0.8571428571428571,0.9090909090909091
many,many.a.01,many,a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number,"['many temptations', 'the temptations are many', 'a good many', 'a great many', 'many directions', 'take as many apples as you like', 'too many clouds to see', 'never saw so many people']",{'many'},{'few'},0.8571428571428571,0.9090909090909091
marketable,marketable.s.01,marketable,being in demand by especially employers,['marketable skills'],"{'merchantable', 'vendible', 'vendable', 'marketable', 'sellable'}",set(),0.8571428571428571,0.9090909090909091
marriage,marriage.n.01,marriage,the state of being a married couple voluntarily joined for life (or until divorce),"['a long and happy marriage', 'God bless this union']","{'marriage', 'marriage_ceremony', 'wedding', 'wedlock', 'man_and_wife', 'married_couple', 'spousal_relationship', 'matrimony', 'union'}",set(),0.8571428571428571,0.9090909090909091
marvel,wonder.n.02,wonder,something that causes feelings of wonder,['the wonders of modern science'],"{'wonder', 'marvel'}",set(),0.8571428571428571,0.9090909090909091
marvellous,fantastic.s.02,fantastic,extraordinarily good or great ; used especially as intensifiers,"['a fantastic trip to the Orient', 'the film was fantastic!', 'a howling success', 'a marvelous collection of rare books', 'had a rattling conversation about politics', 'a tremendous achievement']","{'wondrous', 'wonderful', 'improbable', 'tremendous', 'tall', 'grand', 'rattling', 'terrific', 'howling', 'miraculous', 'marvellous', 'fantastic', 'marvelous'}",set(),0.8571428571428571,0.9090909090909091
marvelous,fantastic.s.02,fantastic,extraordinarily good or great ; used especially as intensifiers,"['a fantastic trip to the Orient', 'the film was fantastic!', 'a howling success', 'a marvelous collection of rare books', 'had a rattling conversation about politics', 'a tremendous achievement']","{'wondrous', 'wonderful', 'improbable', 'tremendous', 'tall', 'grand', 'rattling', 'terrific', 'howling', 'miraculous', 'marvellous', 'fantastic', 'marvelous'}",set(),0.8571428571428571,0.9090909090909091
massive,massive.s.01,massive,imposing in size or bulk or solidity,"['massive oak doors', ""Moore's massive sculptures"", 'the monolithic proportions of Stalinist architecture', 'a monumental scale']","{'monolithic', 'massive', 'monumental'}",set(),0.8571428571428571,0.9090909090909091
master,maestro.n.01,maestro,an artist of consummate skill,"['a master of the violin', 'one of the old masters']","{'get_over', 'master_copy', 'sea_captain', 'maestro', 'surmount', 'captain', 'main', 'principal', 'victor', 'headmaster', 'passe-partout', 'master', 'lord', 'skipper', 'original', 'subdue', 'get_the_hang', 'dominate', 'overcome', 'passkey', 'schoolmaster', 'superior', 'control', 'overlord', 'master_key', 'professional', 'chief', 'primary'}",set(),0.8571428571428571,0.9090909090909091
masterfully,masterfully.r.01,masterfully,in a skillfully masterful manner; with the skill of a master,['the young boy played the violin sonata masterfully'],{'masterfully'},set(),0.8571428571428571,0.9090909090909091
masterpiece,masterpiece.n.01,masterpiece,the most outstanding work of a creative artist or craftsman,[],"{'masterpiece', ""chef-d'oeuvre""}",set(),0.8571428571428571,0.9090909090909091
mate,mate.n.01,mate,the officer below the master on a commercial ship,[],"{'mate', 'spouse', 'twin', 'match', 'couple', 'fellow', 'partner', 'better_half', 'Ilex_paraguariensis', 'first_mate', 'married_person', 'copulate', 'Paraguay_tea', 'checkmate', 'teammate', 'pair'}",set(),0.8571428571428571,0.9090909090909091
matter,matter.n.01,matter,a vaguely specified concern,"['several matters to attend to', 'it is none of your affair', 'things are going well']","{'thing', 'count', 'topic', 'weigh', 'matter', 'affair', 'issue', 'subject'}",set(),0.8571428571428571,0.9090909090909091
mature,mature.v.01,mature,develop and reach maturity; undergo maturation,"['He matured fast', 'The child grew fast']","{'age', 'grow', 'ripen', 'mature', 'matured', 'get_on', 'suppurate', 'ripe', 'fledged', 'senesce', 'maturate'}","{'unfledged', 'green', 'immature'}",0.8571428571428571,0.9090909090909091
maturity,adulthood.n.01,adulthood,the period of time in your life after your physical growth has stopped and you are fully developed,[],"{'matureness', 'due_date', 'maturity', 'adulthood', 'maturity_date'}",{'immaturity'},0.8571428571428571,0.9090909090909091
maximum,maximum.n.01,maximum,the largest possible quantity,[],"{'maximal', 'maximum', 'upper_limit', 'uttermost', 'utmost', 'level_best'}","{'minimum', 'minimal'}",0.8571428571428571,0.9090909090909091
meaning,meaning.n.01,meaning,the message that is intended or expressed or signified,"['what is the meaning of this sentence', 'the significance of a red traffic light', 'the signification of Chinese characters', 'the import of his announcement was ambiguous']","{'signify', 'significant', 'mean', 'pregnant', 'meaning', 'substance', 'import', 'stand_for', 'imply', 'entail', 'think', 'signification', 'think_of', 'have_in_mind', 'significance', 'intend'}",set(),0.8571428571428571,0.9090909090909091
meaningful,meaningful.a.01,meaningful,having a meaning or purpose,"['a meaningful explanation', 'a meaningful discussion', 'a meaningful pause']",{'meaningful'},{'meaningless'},0.8571428571428571,0.9090909090909091
mediate,intercede.v.01,intercede,act between parties with a view to reconciling differences,"['He interceded in the family dispute', 'He mediated a settlement']","{'intermediate', 'in-between', 'arbitrate', 'liaise', 'mediate', 'intercede', 'middle'}",{'immediate'},0.8571428571428571,0.9090909090909091
meditate,chew_over.v.01,chew_over,reflect deeply on a subject,"['I mulled over the events of the afternoon', 'philosophers have speculated on the question of God for thousands of years', 'The scientist must stop to observe and start to excogitate']","{'contemplate', 'ponder', 'reflect', 'muse', 'think_over', 'study', 'chew_over', 'mull', 'excogitate', 'meditate', 'ruminate', 'mull_over', 'speculate'}",set(),0.8571428571428571,0.9090909090909091
meditation,meditation.n.01,meditation,continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature,['the habit of meditation is the basis for all real knowledge'],"{'meditation', 'speculation'}",set(),0.8571428571428571,0.9090909090909091
mellifluous,dulcet.s.02,dulcet,pleasing to the ear,['the dulcet tones of the cello'],"{'mellifluous', 'honeyed', 'dulcet', 'sweet', 'mellisonant'}",set(),0.8571428571428571,0.9090909090909091
mellow,mellow.v.01,mellow,"soften, make mellow",['Age and experience mellowed him over the years'],"{'mellow', 'mellowed', 'mellowly', 'melt', 'laid-back', 'high', 'mellow_out'}",set(),0.8571428571428571,0.9090909090909091
melodic,melodious.a.02,melodious,containing or constituting or characterized by pleasing melody,['the melodious song of a meadowlark'],"{'melodic', 'musical', 'melodious'}",{'unmelodious'},0.8571428571428571,0.9090909090909091
melodious,tuneful.a.01,tuneful,having a musical sound; especially a pleasing tune,[],"{'tuneful', 'melodic', 'musical', 'melodious'}","{'tuneless', 'unmelodious'}",0.8571428571428571,0.9090909090909091
memorable,memorable.s.01,memorable,worth remembering,[],{'memorable'},set(),0.8571428571428571,0.9090909090909091
mental,mental.a.01,mental,involving the mind or an intellectual process,"['mental images of happy times', 'mental calculations', 'in a terrible mental state', 'mental suffering', 'free from mental defects']","{'mental', 'genial'}",{'physical'},0.8571428571428571,0.9090909090909091
mentally-sharp,,,,,set(),set(),0.8571428571428571,0.9090909090909091
mentor,mentor.n.01,mentor,a wise and trusted guide and advisor,[],"{'wise_man', 'mentor'}",set(),0.8571428571428571,0.9090909090909091
merciful,merciful.a.01,merciful,showing or giving mercy,"['sought merciful treatment for the captives', 'a merciful god']",{'merciful'},{'merciless'},0.8571428571428571,0.9090909090909091
mercy,clemency.n.02,clemency,leniency and compassion shown toward offenders by a person or agency charged with administering justice,['he threw himself on the mercy of the court'],"{'clemency', 'mercy', 'mercifulness'}",{'mercilessness'},0.8571428571428571,0.9090909090909091
merit,merit.n.01,merit,any admirable quality or attribute,['work of great merit'],"{'meritoriousness', 'deservingness', 'virtue', 'merit', 'deserve'}",{'demerit'},0.8571428571428571,0.9090909090909091
meritorious,meritorious.s.01,meritorious,deserving reward or praise,"['a lifetime of meritorious service', 'meritorious conduct']","{'meritable', 'meritorious'}",set(),0.8571428571428571,0.9090909090909091
merry,gay.s.02,gay,full of or showing high-spirited merriment; ; - Wordsworth,"['when hearts were young and gay', 'a poet could not but be gay, in such a jocund company', 'the jolly crowd at the reunion', 'jolly old Saint Nick', 'a jovial old gentleman', 'have a merry Christmas', 'peals of merry laughter', 'a mirthful laugh']","{'alert', 'brisk', 'snappy', 'gay', 'jolly', 'spanking', 'festal', 'lively', 'rattling', 'zippy', 'jocund', 'festive', 'merry', 'mirthful', 'jovial'}",set(),0.8571428571428571,0.9090909090909091
mesmerize,magnetize.v.02,magnetize,"attract strongly, as if with a magnet",['She magnetized the audience with her tricks'],"{'bewitch', 'mesmerise', 'spellbind', 'mesmerize', 'magnetise', 'magnetize', 'hypnotize', 'hypnotise'}",set(),0.8571428571428571,0.9090909090909091
mesmerizing,magnetize.v.02,magnetize,"attract strongly, as if with a magnet",['She magnetized the audience with her tricks'],"{'hypnotic', 'bewitch', 'mesmerise', 'spellbinding', 'spellbind', 'mesmerizing', 'mesmerize', 'magnetise', 'magnetize', 'hypnotize', 'hypnotise', 'mesmeric'}",set(),0.8571428571428571,0.9090909090909091
method,method.n.01,method,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",[],"{'method_acting', 'method'}",set(),0.8571428571428571,0.9090909090909091
mettle,heart.n.03,heart,the courage to carry on,"['he kept fighting on pure spunk', ""you haven't got the heart for baseball""]","{'mettle', 'heart', 'nerve', 'spunk'}",set(),0.8571428571428571,0.9090909090909091
million,million.n.01,million,the number that is represented as a one followed by 6 zeros,[],"{'meg', 'jillion', '1000000', 'zillion', 'gazillion', 'billion', 'trillion', 'million', 'one_thousand_thousand'}",set(),0.8571428571428571,0.9090909090909091
mind,mind.n.01,mind,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason,"['his mind wandered', ""I couldn't get his words out of my head""]","{'nous', 'heed', 'psyche', 'judgment', 'mind', 'brain', 'thinker', 'idea', 'judgement', 'take_care', 'beware', 'intellect', 'listen', 'bear_in_mind', 'head', 'creative_thinker'}",{'forget'},0.8571428571428571,0.9090909090909091
mind-blowing,mind-bending.s.01,mind-bending,intensely affecting the mind especially in producing hallucinations,[],"{'mind-blowing', 'mind-bending'}",set(),0.8571428571428571,0.9090909090909091
mindful,mindful.a.01,mindful,bearing in mind; attentive to,"['ever mindful of her health', 'mindful of his responsibilities', 'mindful of these criticisms, I shall attempt to justify my action']","{'aware', 'mindful'}",{'unmindful'},0.8571428571428571,0.9090909090909091
mindfulness,mindfulness.n.01,mindfulness,the trait of staying aware of (paying close attention to) your responsibilities,[],"{'mindfulness', 'heedfulness'}","{'heedlessness', 'unmindfulness'}",0.8571428571428571,0.9090909090909091
mingle,mix.v.05,mix,to bring or combine together or with something else,['resourcefully he mingled music and dance'],"{'unify', 'mingle', 'commix', 'amalgamate', 'mix', 'jumble'}",set(),0.8571428571428571,0.9090909090909091
miracle,miracle.n.01,miracle,any amazing or wonderful occurrence,[],{'miracle'},set(),0.8571428571428571,0.9090909090909091
miraculous,marvelous.s.03,marvelous,being or having the character of a miracle,[],"{'heaven-sent', 'miraculous', 'marvellous', 'marvelous', 'providential'}",set(),0.8571428571428571,0.9090909090909091
mirth,hilarity.n.01,hilarity,great merriment,[],"{'mirthfulness', 'hilarity', 'mirth', 'glee', 'gleefulness'}",set(),0.8571428571428571,0.9090909090909091
miss,girl.n.01,girl,a young woman,['a young lady of 18'],"{'Miss', 'omit', 'drop', 'missy', 'misfire', 'leave_out', 'girl', 'lack', 'overlook', 'fille', 'pretermit', 'young_woman', 'overleap', 'young_lady', 'escape', 'miss', 'neglect', 'lose'}","{'have', 'attend', 'hit', 'attend_to'}",0.8571428571428571,0.9090909090909091
mission,mission.n.01,mission,an organization of missionaries in a foreign land sent to carry on religious work,[],"{'delegation', 'foreign_mission', 'missionary_station', 'delegacy', 'mission', 'military_mission', 'commission', 'deputation', 'missionary_post', 'charge', 'missionary_work'}",set(),0.8571428571428571,0.9090909090909091
mobility,mobility.n.01,mobility,the quality of moving freely,[],{'mobility'},{'immobility'},0.8571428571428571,0.9090909090909091
model,model.n.01,model,a hypothetical description of a complex entity or process,['the computer program was based on a model of the circulatory and respiratory systems'],"{'role_model', 'manikin', 'exemplar', 'mannikin', 'modeling', 'exemplary', 'fashion_model', 'model', 'mock_up', 'mould', 'mold', 'good_example', 'poser', 'pose', 'simulate', 'mannequin', 'example', 'posture', 'theoretical_account', 'manakin', 'simulation', 'modelling', 'sit', 'framework', 'pattern'}",set(),0.8571428571428571,0.9090909090909091
moderate,centrist.n.01,centrist,a person who takes a position in the political center,[],"{'middle_of_the_roader', 'hold', 'restrained', 'moderate', 'curb', 'check', 'soften', 'tame', 'temper', 'centrist', 'lead', 'chair', 'control', 'moderationist', 'mince', 'tone_down', 'hold_in', 'chasten', 'temperate', 'contain'}",{'immoderate'},0.8571428571428571,0.9090909090909091
modern,modern.n.01,modern,a contemporary person,[],"{'modern', 'forward-looking', 'mod', 'modern_font', 'advanced', 'Modern', 'New', 'Bodoni_font', 'Bodoni', 'modernistic', 'innovative'}","{'nonmodern', 'old_style'}",0.8571428571428571,0.9090909090909091
momentous,momentous.s.01,momentous,of very great significance,"['deciding to drop the atom bomb was a very big decision', 'a momentous event']",{'momentous'},set(),0.8571428571428571,0.9090909090909091
monumental,monumental.a.01,monumental,relating or belonging to or serving as a monument,"['the use of the arch in monumental architecture', 'monumental sculptures']","{'monolithic', 'massive', 'monumental'}",set(),0.8571428571428571,0.9090909090909091
moral,moral.n.01,moral,the significance of a story or event,['the moral of the story is to love thy neighbor'],"{'lesson', 'moral'}",{'immoral'},0.8571428571428571,0.9090909090909091
morale,morale.n.01,morale,a state of individual psychological well-being based upon a sense of confidence and usefulness and purpose,[],"{'morale', 'team_spirit', 'esprit_de_corps'}",set(),0.8571428571428571,0.9090909090909091
more,more.n.01,More,"English statesman who opposed Henry VIII's divorce from Catherine of Aragon and was imprisoned and beheaded; recalled for his concept of Utopia, the ideal state",[],"{'Thomas_More', 'more_than', 'Sir_Thomas_More', 'to_a_greater_extent', 'more', 'More'}","{'less', 'fewer'}",0.8571428571428571,0.9090909090909091
most,most.a.01,most,(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number,"['who has the most apples?', 'most people like eggs', 'most fishes have fins']","{'nearly', 'nigh', 'about', 'virtually', 'most', 'to_the_highest_degree', 'near', 'well-nigh', 'almost'}","{'least', 'fewest'}",0.8571428571428571,0.9090909090909091
motherhood,motherhood.n.01,motherhood,the kinship relation between an offspring and the mother,[],"{'maternity', 'motherhood'}",set(),0.8571428571428571,0.9090909090909091
motivate,motivate.v.01,motivate,give an incentive for action,['This moved me to sacrifice my career'],"{'motivate', 'incite', 'prompt', 'propel', 'actuate', 'move'}",set(),0.8571428571428571,0.9090909090909091
motivation,motivation.n.01,motivation,the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior,"['we did not understand his motivation', 'he acted with the best of motives']","{'motive', 'motivation', 'motivating', 'need'}",set(),0.8571428571428571,0.9090909090909091
move,move.n.01,move,the act of deciding to do something,"[""he didn't make a move to help"", 'his first move was to hire a lawyer']","{'impress', 'locomote', 'relocation', 'motility', 'prompt', 'propel', 'actuate', 'motivate', 'go', 'motion', 'travel', 'be_active', 'move', 'proceed', 'displace', 'act', 'make_a_motion', 'strike', 'incite', 'movement', 'run', 'affect'}","{'refrain', 'stay_in_place', 'rest', 'stand_still', 'stay'}",0.8571428571428571,0.9090909090909091
moving,travel.v.01,travel,"change location; move, travel, or proceed, also metaphorically","['How fast does your new car go?', 'We travelled from Rome to Naples by bus', 'The policemen went from door to door looking for the suspect', 'The soldiers moved towards the city in an attempt to take it before night fell', 'news travelled fast']","{'impress', 'locomote', 'prompt', 'propel', 'actuate', 'motivate', 'go', 'travel', 'moving', 'be_active', 'move', 'proceed', 'displace', 'act', 'make_a_motion', 'strike', 'incite', 'run', 'affect'}","{'refrain', 'stay_in_place', 'rest', 'stand_still', 'stay', 'nonmoving', 'unmoving', 'still'}",0.8571428571428571,0.9090909090909091
movingly,movingly.r.01,movingly,in a moving manner,['she sang movingly'],{'movingly'},set(),0.8571428571428571,0.9090909090909091
much,much.n.01,much,a great amount or extent,['they did much for humanity'],"{'a_great_deal', 'a_good_deal', 'often', 'practically', 'lots', 'much', 'a_lot', 'very_much'}",{'little'},0.8571428571428571,0.9090909090909091
multitude,battalion.n.02,battalion,a large indefinite number,"['a battalion of ants', 'a multitude of TV antennas', 'a plurality of religions']","{'throng', 'people', 'plurality', 'concourse', 'the_great_unwashed', 'mass', 'multitude', 'masses', 'large_number', 'pack', 'battalion', 'hoi_polloi'}",set(),0.8571428571428571,0.9090909090909091
munificent,lavish.s.01,lavish,very generous,"['distributed gifts with a lavish hand', 'the critics were lavish in their praise', 'a munificent gift', 'his father gave him a half-dollar and his mother a quarter and he thought them munificent', 'prodigal praise', 'unsparing generosity', 'his unstinted devotion', 'called for unstinting aid to Britain']","{'munificent', 'unstinted', 'overgenerous', 'unsparing', 'lavish', 'unstinting', 'too-generous'}",set(),0.8571428571428571,0.9090909090909091
musical-pleasan,,,,,set(),set(),0.8571428571428571,0.9090909090909091
must,must.n.01,must,a necessary or essential thing,['seat belts are an absolute must'],"{'moldiness', 'mustiness', 'must'}",set(),0.8571428571428571,0.9090909090909091
mutually,mutually.r.01,mutually,in a mutual or shared manner,"['the agreement was mutually satisfactory', 'the goals of the negotiators were not reciprocally exclusive']","{'mutually', 'reciprocally'}",set(),0.8571428571428571,0.9090909090909091
nailed,nail.v.01,nail,attach something somewhere by means of nails,['nail the board onto the wall'],"{'boom', 'pass_with_flying_colors', 'apprehend', 'arrest', 'nail', 'complete', 'collar', 'pick_up', 'sweep_through', 'nab', 'pinpoint', 'peg', 'nail_down', 'smash', 'sail_through', 'ace', 'blast', 'cop', 'breeze_through'}",set(),0.8571428571428571,0.9090909090909091
nailed-on,,,,,set(),set(),0.8571428571428571,0.9090909090909091
namaste,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nascent,nascent.a.01,nascent,being born or beginning,"['the nascent chicks', 'a nascent insurgency']",{'nascent'},{'dying'},0.8571428571428571,0.9090909090909091
natal,natal.n.01,Natal,a region of eastern South Africa on the Indian Ocean,['Natal was renamed KwaZulu-Natal in 1994'],"{'Natal', 'natal', 'KwaZulu-Natal'}",set(),0.8571428571428571,0.9090909090909091
nationhood,nationhood.n.01,nationhood,the state of being a nation,[],{'nationhood'},set(),0.8571428571428571,0.9090909090909091
nationwide,countrywide.s.01,countrywide,occurring or extending throughout a country or nation,"['the event aroused nationwide interest', 'a countrywide fund-raising campaign']","{'nationwide', 'nationally', 'across_the_nation', 'across_the_country', 'countrywide'}",set(),0.8571428571428571,0.9090909090909091
native,native.n.01,native,an indigenous person who was born in a particular place,"['the art of the natives of the northwest coast', 'the Canadian government scrapped plans to tax the grants to aboriginal college students']","{'indigene', 'indigen', 'native', 'aborigine', 'aboriginal'}","{'nonnative', 'foreign', 'adopted'}",0.8571428571428571,0.9090909090909091
natty,dapper.s.01,dapper,marked by up-to-dateness in dress and manners,"['a dapper young man', 'a jaunty red hat']","{'snappy', 'spruce', 'jaunty', 'dashing', 'spiffy', 'raffish', 'dapper', 'rakish', 'natty'}",set(),0.8571428571428571,0.9090909090909091
natural,natural.n.01,natural,someone regarded as certain to succeed,"[""he's a natural for the job""]","{'rude', 'lifelike', 'innate', 'instinctive', 'cancel', 'natural', 'born', 'raw'}","{'sharp', 'unnatural', 'supernatural', 'artificial'}",0.8571428571428571,0.9090909090909091
naturally,naturally.r.01,naturally,as might be expected,"['naturally, the lawyer sent us a huge bill']","{'of_course', 'course', 'naturally', 'by_nature'}","{'artificially', 'unnaturally'}",0.8571428571428571,0.9090909090909091
nature,nature.n.01,nature,the essential qualities or characteristics by which something is recognized,"['it is the nature of fire to burn', 'the true nature of jealousy']",{'nature'},set(),0.8571428571428571,0.9090909090909091
nature-made,,,,,set(),set(),0.8571428571428571,0.9090909090909091
natured,,,,,set(),set(),0.8571428571428571,0.9090909090909091
navigable,navigable.s.01,navigable,able to be sailed on or through safely,"['navigable waters', 'a navigable channel']",{'navigable'},set(),0.8571428571428571,0.9090909090909091
navigate,voyage.v.01,voyage,travel on water propelled by wind or by other means,['The QE2 will sail to Southampton tomorrow'],"{'pilot', 'navigate', 'voyage', 'sail'}",set(),0.8571428571428571,0.9090909090909091
near,approach.v.01,approach,move towards,"['We were approaching our destination', 'They are drawing near', 'The enemy army came nearer and nearer']","{'approach', 'come_near', 'come_on', 'skinny', 'go_up', 'most', 'approximate', 'near', 'well-nigh', 'close', 'almost', 'draw_close', 'cheeseparing', 'nigh', 'virtually', 'penny-pinching', 'dear', 'about', 'draw_near', 'nearly', 'good'}",{'far'},0.8571428571428571,0.9090909090909091
nearby,nearby.s.01,nearby,close at hand,"['the nearby towns', 'concentrated his study on the nearby planet Venus']",{'nearby'},set(),0.8571428571428571,0.9090909090909091
neat,neat.s.01,neat,clean or organized,"['her neat dress', 'a neat room']","{'cracking', 'swell', 'straight', 'bang-up', 'nifty', 'slap-up', 'corking', 'orderly', 'full-strength', 'keen', 'peachy', 'smashing', 'dandy', 'not_bad', 'tasteful', 'groovy', 'neat', 'clean', 'bully', 'great', 'refined'}",set(),0.8571428571428571,0.9090909090909091
neat-as-pin,,,,,set(),set(),0.8571428571428571,0.9090909090909091
neat-handed,,,,,set(),set(),0.8571428571428571,0.9090909090909091
neaten,tidy.v.01,tidy,put (things or places) in order,['Tidy up your room!'],"{'tidy_up', 'straighten', 'neaten', 'tidy', 'square_away', 'straighten_out', 'groom', 'clean_up'}",set(),0.8571428571428571,0.9090909090909091
neatly,neatly.r.01,neatly,with neatness,['she put the slippers under the bed neatly'],{'neatly'},set(),0.8571428571428571,0.9090909090909091
necessarily,necessarily.r.01,necessarily,in an essential manner,['such expenses are necessarily incurred'],"{'needfully', 'needs', 'necessarily', 'inevitably', 'of_necessity'}",{'unnecessarily'},0.8571428571428571,0.9090909090909091
necessary,necessity.n.02,necessity,anything indispensable,"['food and shelter are necessities of life', 'the essentials of the good life', 'allow farmers to buy their requirements under favorable conditions', 'a place where the requisites of water fuel and fodder can be obtained']","{'requisite', 'requirement', 'necessary', 'necessity', 'essential'}","{'unnecessary', 'inessential'}",0.8571428571428571,0.9090909090909091
necessity,necessity.n.01,necessity,the condition of being essential or indispensable,[],"{'requisite', 'requirement', 'necessary', 'necessity', 'essential'}",{'inessential'},0.8571428571428571,0.9090909090909091
nectar,nectar.n.01,nectar,a sweet liquid secretion that is attractive to pollinators,[],"{'nectar', 'ambrosia'}",set(),0.8571428571428571,0.9090909090909091
need,need.n.01,need,a condition requiring relief,"['she satisfied his need for affection', 'God has no need of men to accomplish His work', 'there is a demand for jobs']","{'motive', 'pauperization', 'want', 'motivation', 'penury', 'pauperism', 'postulate', 'take', 'involve', 'indigence', 'necessitate', 'require', 'demand', 'call_for', 'need', 'ask'}",{'obviate'},0.8571428571428571,0.9090909090909091
needed,necessitate.v.01,necessitate,"require as useful, just, or proper","['It takes nerve to do what she did', 'success usually requires hard work', 'This job asks a lot of patience and skill', 'This position demands a lot of personal sacrifice', 'This dinner calls for a spectacular dessert', ""This intervention does not postulate a patient's consent""]","{'required', 'requisite', 'need', 'demand', 'want', 'needful', 'needed', 'take', 'involve', 'necessitate', 'postulate', 'call_for', 'require', 'ask'}",{'obviate'},0.8571428571428571,0.9090909090909091
negative,negative.n.01,negative,a reply of denial,['he answered in the negative'],"{'negative', 'minus', 'veto', 'blackball', 'disconfirming', 'electronegative', 'negatively_charged', 'damaging'}","{'positive', 'affirmative', 'neutral'}",0.8571428571428571,0.9090909090909091
neighborhood,vicinity.n.01,vicinity,a surrounding or nearby region,"['the plane crashed in the vicinity of Asheville', 'it is a rugged locality', 'he always blames someone else in the immediate neighborhood', 'I will drop in on you the next time I am in this neck of the woods']","{'locality', 'neighbourhood', 'vicinity', 'region', 'neighborhood', 'neck_of_the_woods'}",set(),0.8571428571428571,0.9090909090909091
neighborly,neighborly.s.01,neighborly,exhibiting the qualities expected in a friendly neighbor,[],"{'neighborly', 'neighbourly'}",set(),0.8571428571428571,0.9090909090909091
neo,neo.s.01,neo,(used as a combining form) recent or new,"[""`neo' is a combining form in words like `neocolonialism'""]",{'neo'},set(),0.8571428571428571,0.9090909090909091
neonate,neonate.n.01,neonate,a baby from birth to four weeks,[],"{'newborn_baby', 'neonate', 'newborn_infant', 'newborn'}",set(),0.8571428571428571,0.9090909090909091
neoteric,,,,,set(),set(),0.8571428571428571,0.9090909090909091
nestle,cuddle.n.01,cuddle,a close and affectionate (and often prolonged) embrace,[],"{'nuzzle', 'cuddle', 'nestle', 'snuggle', 'nest', 'draw_close'}",set(),0.8571428571428571,0.9090909090909091
neutral,neutral.n.01,neutral,one who does not side with any party in a war or dispute,[],"{'impersonal', 'indifferent', 'inert', 'neutral', 'electroneutral', 'achromatic'}","{'chromatic', 'positive'}",0.8571428571428571,0.9090909090909091
never-dying,,,,,set(),set(),0.8571428571428571,0.9090909090909091
never-ending,ceaseless.s.01,ceaseless,uninterrupted in time and indefinitely long continuing,"['the ceaseless thunder of surf', 'in constant pain', 'night and day we live with the incessant noise of the city', 'the never-ending search for happiness', 'the perpetual struggle to maintain standards in a democracy', ""man's unceasing warfare with drought and isolation"", 'unremitting demands of hunger']","{'unremitting', 'unceasing', 'ceaseless', 'incessant', 'perpetual', 'never-ending', 'constant'}",set(),0.8571428571428571,0.9090909090909091
never-failing,,,,,set(),set(),0.8571428571428571,0.9090909090909091
new,new.a.01,new,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,"['a new law', 'new cars', 'a new comet', 'a new friend', 'a new year', 'the New World']","{'newly', 'newfangled', 'fresh', 'freshly', 'unexampled', 'New', 'Modern', 'young', 'new', 'novel', 'raw'}","{'old', 'worn'}",0.8571428571428571,0.9090909090909091
newborn,neonate.n.01,neonate,a baby from birth to four weeks,[],"{'neonate', 'newborn_baby', 'newborn', 'newborn_infant', 'new-sprung'}",set(),0.8571428571428571,0.9090909090909091
newfangled,newfangled.s.01,newfangled,(of a new kind or fashion) gratuitously new,"['newfangled ideas', 'she buys all these new-fangled machines and never uses them']","{'newfangled', 'new'}",set(),0.8571428571428571,0.9090909090909091
newfound,newfound.s.01,newfound,newly discovered,"['his newfound aggressiveness', 'Hudson pointed his ship down the coast of the newfound sea']",{'newfound'},set(),0.8571428571428571,0.9090909090909091
newly,newly.r.01,newly,very recently,"['they are newly married', 'newly raised objections', 'a newly arranged hairdo', 'grass new washed by the rain', 'a freshly cleaned floor', 'we are fresh out of tomatoes']","{'newly', 'freshly', 'new', 'fresh'}",set(),0.8571428571428571,0.9090909090909091
newlywed,newlywed.n.01,newlywed,someone recently married,[],"{'honeymooner', 'newlywed'}",set(),0.8571428571428571,0.9090909090909091
